"","term_id","p_value","source","term_name","parents"
"463","WP:WP4258","0.0197424909319797","WP","lncRNA in canonical Wnt signaling and colorectal cancer","WP:000000"
"464","GO:0090504","0.0197446134584847","GO:BP","epiboly","GO:0002011"
"465","GO:0042476","0.0204300620052033","GO:BP","odontogenesis","GO:0009887"
"466","GO:0098781","0.020649896969049","GO:BP","ncRNA transcription","c(""GO:0006351"", ""GO:0034660"")"
"467","GO:0010762","0.020649896969049","GO:BP","regulation of fibroblast migration","c(""GO:0010761"", ""GO:0030334"")"
"468","GO:0060323","0.020649896969049","GO:BP","head morphogenesis","c(""GO:0009653"", ""GO:0010171"", ""GO:0060322"")"
"469","GO:0007498","0.020649896969049","GO:BP","mesoderm development","GO:0009888"
"470","GO:0090090","0.0210325900547765","GO:BP","negative regulation of canonical Wnt signaling pathway","c(""GO:0030178"", ""GO:0060070"", ""GO:0060828"")"
"471","GO:0061061","0.0210484523908693","GO:BP","muscle structure development","GO:0048856"
"472","GO:0071310","0.0214216764140992","GO:BP","cellular response to organic substance","c(""GO:0010033"", ""GO:0070887"")"
"473","REAC:R-HSA-1502540","0.0217533585880738","REAC","Signaling by Activin","REAC:R-HSA-9006936"
"474","GO:0000278","0.0218953908223174","GO:BP","mitotic cell cycle","GO:0007049"
"475","GO:0001666","0.0220846838093184","GO:BP","response to hypoxia","c(""GO:0006950"", ""GO:0036293"")"
"476","GO:0030100","0.0223064988113017","GO:BP","regulation of endocytosis","c(""GO:0006897"", ""GO:0051128"", ""GO:0060627"")"
"477","GO:0032733","0.0223249330841131","GO:BP","positive regulation of interleukin-10 production","c(""GO:0001819"", ""GO:0032613"", ""GO:0032653"")"
"478","REAC:R-HSA-2559584","0.0223336618726363","REAC","Formation of Senescence-Associated Heterochromatin Foci (SAHF)","REAC:R-HSA-2559586"
"479","GO:0051050","0.0223410611637395","GO:BP","positive regulation of transport","c(""GO:0006810"", ""GO:0048518"", ""GO:0051049"")"
"480","GO:0001936","0.0223710368486068","GO:BP","regulation of endothelial cell proliferation","c(""GO:0001935"", ""GO:0050678"")"
"481","GO:0034654","0.0230995896015744","GO:BP","nucleobase-containing compound biosynthetic process","c(""GO:0006139"", ""GO:0018130"", ""GO:0019438"", ""GO:0044271"", ""GO:1901362"")"
"482","GO:0010453","0.0231051192268186","GO:BP","regulation of cell fate commitment","c(""GO:0045165"", ""GO:0050793"", ""GO:0050794"")"
"483","GO:0022407","0.0231051192268186","GO:BP","regulation of cell-cell adhesion","c(""GO:0030155"", ""GO:0098609"")"
"484","GO:0007165","0.0231051192268186","GO:BP","signal transduction","c(""GO:0007154"", ""GO:0009987"", ""GO:0023052"", ""GO:0050794"", ""GO:0051716"")"
"485","GO:0050729","0.023456390776509","GO:BP","positive regulation of inflammatory response","c(""GO:0006954"", ""GO:0031349"", ""GO:0032103"", ""GO:0050727"")"
"486","GO:0032924","0.0237295648312263","GO:BP","activin receptor signaling pathway","GO:0007178"
"487","GO:0090101","0.0237295648312263","GO:BP","negative regulation of transmembrane receptor protein serine/threonine kinase signaling pathway","c(""GO:0007178"", ""GO:0009968"", ""GO:0090092"")"
"488","GO:2000516","0.0237295648312263","GO:BP","positive regulation of CD4-positive, alpha-beta T cell activation","c(""GO:0035710"", ""GO:0046635"", ""GO:2000514"")"
"489","GO:0032689","0.0237295648312263","GO:BP","negative regulation of type II interferon production","c(""GO:0001818"", ""GO:0032609"", ""GO:0032649"")"
"490","GO:0007548","0.0237295648312263","GO:BP","sex differentiation","GO:0003006"
"491","GO:1903900","0.0237295648312263","GO:BP","regulation of viral life cycle","c(""GO:0019058"", ""GO:0050792"")"
"492","GO:0007595","0.0237295648312263","GO:BP","lactation","c(""GO:0007589"", ""GO:0030879"")"
"493","GO:0071495","0.0239187482307081","GO:BP","cellular response to endogenous stimulus","GO:0009719"
"494","GO:0043410","0.0239187482307081","GO:BP","positive regulation of MAPK cascade","c(""GO:0000165"", ""GO:0043408"", ""GO:1902533"")"
"495","WP:WP306","0.0244986995372471","WP","Focal adhesion","WP:000000"
"496","WP:WP2814","0.0244986995372471","WP","Mammary gland development pathway - Puberty (Stage 2 of 4)","WP:000000"
"497","WP:WP5390","0.0244986995372471","WP","Pancreatic cancer subtypes","WP:000000"
"498","WP:WP5322","0.0244986995372471","WP","CKAP4 signaling pathway map","WP:000000"
"499","GO:0032814","0.0245509416667954","GO:BP","regulation of natural killer cell activation","c(""GO:0030101"", ""GO:0051249"")"
"500","GO:0001937","0.0245509416667954","GO:BP","negative regulation of endothelial cell proliferation","c(""GO:0001935"", ""GO:0001936"", ""GO:0050680"")"
"501","GO:0031952","0.0245509416667954","GO:BP","regulation of protein autophosphorylation","c(""GO:0001932"", ""GO:0046777"")"
"502","GO:0061870","0.0247478637155545","GO:BP","positive regulation of hepatic stellate cell migration","c(""GO:0010763"", ""GO:0061868"", ""GO:0061869"")"
"503","GO:0061869","0.0247478637155545","GO:BP","regulation of hepatic stellate cell migration","c(""GO:0010762"", ""GO:0061868"")"
"504","GO:0061868","0.0247478637155545","GO:BP","hepatic stellate cell migration","GO:0010761"
"505","GO:0071505","0.0247478637155545","GO:BP","response to mycophenolic acid","c(""GO:0014070"", ""GO:1901700"", ""GO:1902074"")"
"506","GO:0071506","0.0247478637155545","GO:BP","cellular response to mycophenolic acid","c(""GO:0071407"", ""GO:0071505"", ""GO:1901701"", ""GO:1902075"")"
"507","GO:0051336","0.0247478637155545","GO:BP","regulation of hydrolase activity","GO:0050790"
"508","GO:0061159","0.0247478637155545","GO:BP","establishment of bipolar cell polarity involved in cell morphogenesis","c(""GO:0000902"", ""GO:0061171"")"
"509","GO:0045321","0.0247478637155545","GO:BP","leukocyte activation","c(""GO:0001775"", ""GO:0002376"")"
"510","GO:0051892","0.0247478637155545","GO:BP","negative regulation of cardioblast differentiation","c(""GO:0010002"", ""GO:0051890"", ""GO:1905208"", ""GO:2000737"")"
"511","GO:0060355","0.0247478637155545","GO:BP","positive regulation of cell adhesion molecule production","c(""GO:0048522"", ""GO:0060352"", ""GO:0060353"")"
"512","GO:0072185","0.0247478637155545","GO:BP","metanephric cap development","GO:0072075"
"513","GO:0070887","0.0247478637155545","GO:BP","cellular response to chemical stimulus","c(""GO:0042221"", ""GO:0051716"")"
"514","GO:0072209","0.0247478637155545","GO:BP","metanephric mesangial cell differentiation","c(""GO:0072007"", ""GO:0072202"")"
"515","GO:0060279","0.0247478637155545","GO:BP","positive regulation of ovulation","c(""GO:0030728"", ""GO:0051240"", ""GO:0060278"", ""GO:2000243"")"
"516","GO:1905066","0.0247478637155545","GO:BP","regulation of canonical Wnt signaling pathway involved in heart development","c(""GO:0003307"", ""GO:0060828"", ""GO:0061316"")"
"517","GO:0072186","0.0247478637155545","GO:BP","metanephric cap morphogenesis","c(""GO:0072133"", ""GO:0072185"")"
"518","GO:2000098","0.0247478637155545","GO:BP","negative regulation of smooth muscle cell-matrix adhesion","c(""GO:0001953"", ""GO:0061302"", ""GO:2000097"")"
"519","GO:1901295","0.0247478637155545","GO:BP","regulation of canonical Wnt signaling pathway involved in cardiac muscle cell fate commitment","c(""GO:0061317"", ""GO:1905066"")"
"520","GO:0009617","0.0247478637155545","GO:BP","response to bacterium","GO:0051707"
"521","GO:0001974","0.0247478637155545","GO:BP","blood vessel remodeling","GO:0048771"
"522","GO:0001819","0.0247478637155545","GO:BP","positive regulation of cytokine production","c(""GO:0001816"", ""GO:0001817"", ""GO:0010628"", ""GO:0051240"")"
"523","GO:1902913","0.0247478637155545","GO:BP","positive regulation of neuroepithelial cell differentiation","c(""GO:0030858"", ""GO:0060563"")"
"524","GO:0036293","0.0247478637155545","GO:BP","response to decreased oxygen levels","GO:0070482"
"525","GO:0090678","0.0247478637155545","GO:BP","cell dedifferentiation involved in phenotypic switching","c(""GO:0043697"", ""GO:0090677"")"
"526","GO:0006508","0.0247478637155545","GO:BP","proteolysis","GO:0019538"
"527","GO:0010512","0.0247478637155545","GO:BP","negative regulation of phosphatidylinositol biosynthetic process","c(""GO:0006661"", ""GO:0010511"", ""GO:0031327"", ""GO:0071072"")"
"528","GO:0042663","0.0247478637155545","GO:BP","regulation of endodermal cell fate specification","c(""GO:0001714"", ""GO:0042659"", ""GO:1903224"")"
"529","GO:0050896","0.0247478637155545","GO:BP","response to stimulus","GO:0008150"
"530","GO:0090094","0.0247478637155545","GO:BP","metanephric cap mesenchymal cell proliferation involved in metanephros development","c(""GO:0010463"", ""GO:0072186"", ""GO:0072203"")"
"531","GO:0035051","0.0247478637155545","GO:BP","cardiocyte differentiation","c(""GO:0007507"", ""GO:0030154"")"
"532","GO:0002682","0.0247478637155545","GO:BP","regulation of immune system process","c(""GO:0002376"", ""GO:0050789"")"
"533","GO:0072254","0.0247478637155545","GO:BP","metanephric glomerular mesangial cell differentiation","c(""GO:0072008"", ""GO:0072209"", ""GO:0072223"")"
"534","GO:1905174","0.0247478637155545","GO:BP","regulation of vascular associated smooth muscle cell dedifferentiation","c(""GO:0050793"", ""GO:0050794"", ""GO:1990936"")"
"535","GO:1900141","0.0247478637155545","GO:BP","regulation of oligodendrocyte apoptotic process","c(""GO:0034350"", ""GO:0097252"")"
"536","GO:1990936","0.0247478637155545","GO:BP","vascular associated smooth muscle cell dedifferentiation","GO:0090678"
"537","GO:0018130","0.0247721801889865","GO:BP","heterocycle biosynthetic process","c(""GO:0044249"", ""GO:0046483"")"
"538","GO:0002687","0.0248168813838616","GO:BP","positive regulation of leukocyte migration","c(""GO:0002684"", ""GO:0002685"", ""GO:0030335"", ""GO:0050900"")"
"539","GO:0022411","0.0251630035862176","GO:BP","cellular component disassembly","GO:0016043"
"540","GO:0030856","0.0251659789485446","GO:BP","regulation of epithelial cell differentiation","c(""GO:0030855"", ""GO:0045595"", ""GO:2000026"")"
"541","GO:0051602","0.0252634148277848","GO:BP","response to electrical stimulus","GO:0009628"
"542","GO:0051252","0.0252634148277848","GO:BP","regulation of RNA metabolic process","c(""GO:0016070"", ""GO:0019219"", ""GO:0060255"")"
"543","GO:0006284","0.0252634148277848","GO:BP","base-excision repair","GO:0006281"
"544","GO:0031295","0.0252634148277848","GO:BP","T cell costimulation","c(""GO:0031294"", ""GO:0050870"")"
"545","GO:0019438","0.0252634148277848","GO:BP","aromatic compound biosynthetic process","c(""GO:0006725"", ""GO:0044249"")"
"546","GO:0060326","0.0252634148277848","GO:BP","cell chemotaxis","c(""GO:0006935"", ""GO:0016477"", ""GO:0070887"")"
"547","CORUM:1746","0.0253821353577734","CORUM","SMN containing complex","CORUM:0000000"
"548","GO:0044093","0.0257258685267466","GO:BP","positive regulation of molecular function","GO:0065009"
"549","GO:0006357","0.0257258685267466","GO:BP","regulation of transcription by RNA polymerase II","c(""GO:0006355"", ""GO:0006366"")"
"550","REAC:R-HSA-446353","0.0257914734859902","REAC","Cell-extracellular matrix interactions","REAC:R-HSA-446728"
"551","GO:0048608","0.0259111757938333","GO:BP","reproductive structure development","c(""GO:0003006"", ""GO:0048856"", ""GO:0061458"")"
"552","GO:0043509","0.025960782445021","GO:CC","activin A complex","GO:0048180"
"553","GO:0044195","0.025960782445021","GO:CC","nucleoplasmic reticulum","c(""GO:0005635"", ""GO:0110165"")"
"554","GO:0048180","0.025960782445021","GO:CC","activin complex","c(""GO:0005615"", ""GO:0032991"")"
"555","GO:0090287","0.0260363161715173","GO:BP","regulation of cellular response to growth factor stimulus","c(""GO:0048583"", ""GO:0071363"")"
"556","GO:0086009","0.0260363161715173","GO:BP","membrane repolarization","GO:0042391"
"557","GO:0030855","0.0260363161715173","GO:BP","epithelial cell differentiation","c(""GO:0030154"", ""GO:0060429"")"
"558","GO:0046718","0.0262963891179911","GO:BP","viral entry into host cell","c(""GO:0019058"", ""GO:0044409"")"
"559","GO:0019222","0.0266687977774819","GO:BP","regulation of metabolic process","c(""GO:0008152"", ""GO:0050789"")"
"560","GO:0061458","0.0267545785989203","GO:BP","reproductive system development","GO:0048731"
"561","GO:1902041","0.0267545785989203","GO:BP","regulation of extrinsic apoptotic signaling pathway via death domain receptors","c(""GO:0008625"", ""GO:2001236"")"
"562","GO:0043277","0.0267545785989203","GO:BP","apoptotic cell clearance","GO:0006909"
"563","GO:0031294","0.0267545785989203","GO:BP","lymphocyte costimulation","c(""GO:0002376"", ""GO:0051251"")"
"564","GO:0090575","0.0268235484136928","GO:CC","RNA polymerase II transcription regulator complex","c(""GO:0005667"", ""GO:0140513"")"
"565","GO:0000122","0.0272813738957499","GO:BP","negative regulation of transcription by RNA polymerase II","c(""GO:0006357"", ""GO:0006366"", ""GO:0045892"")"
"566","GO:0043588","0.0273690186918154","GO:BP","skin development","GO:0048513"
"567","HP:0010558","0.0274743439598065","HP","Abnormality of the clivus","HP:0000932"
"568","GO:0030857","0.0275605541237731","GO:BP","negative regulation of epithelial cell differentiation","c(""GO:0030855"", ""GO:0030856"", ""GO:0045596"")"
"569","GO:0019058","0.0275605541237731","GO:BP","viral life cycle","GO:0016032"
"570","GO:0033628","0.0275605541237731","GO:BP","regulation of cell adhesion mediated by integrin","c(""GO:0030155"", ""GO:0033627"")"
"571","GO:0045766","0.0276412463031054","GO:BP","positive regulation of angiogenesis","c(""GO:0001525"", ""GO:0045765"", ""GO:1904018"")"
"572","GO:1904018","0.0276412463031054","GO:BP","positive regulation of vasculature development","c(""GO:0001944"", ""GO:0051094"", ""GO:0051240"", ""GO:1901342"")"
"573","GO:0007154","0.0276412463031054","GO:BP","cell communication","GO:0009987"
"574","GO:0070371","0.0276412463031054","GO:BP","ERK1 and ERK2 cascade","GO:0000165"
"575","GO:0030198","0.0276412463031054","GO:BP","extracellular matrix organization","c(""GO:0043062"", ""GO:0045229"")"
"576","GO:0008284","0.0276412463031054","GO:BP","positive regulation of cell population proliferation","c(""GO:0008283"", ""GO:0042127"", ""GO:0048522"")"
"577","GO:0043062","0.0276412463031054","GO:BP","extracellular structure organization","GO:0016043"
"578","GO:0044403","0.0276412463031054","GO:BP","biological process involved in symbiotic interaction","GO:0044419"
"579","GO:0045229","0.0280177292820625","GO:BP","external encapsulating structure organization","GO:0016043"
"580","GO:0001837","0.0280177292820625","GO:BP","epithelial to mesenchymal transition","GO:0048762"
"581","GO:0002762","0.0280177292820625","GO:BP","negative regulation of myeloid leukocyte differentiation","c(""GO:0002573"", ""GO:0002761"", ""GO:0045638"", ""GO:1902106"")"
"582","GO:0086002","0.0280177292820625","GO:BP","cardiac muscle cell action potential involved in contraction","c(""GO:0086001"", ""GO:0086003"")"
"583","GO:0007420","0.0281261396489437","GO:BP","brain development","c(""GO:0007417"", ""GO:0048513"", ""GO:0060322"")"
"584","GO:0001935","0.0281861632166344","GO:BP","endothelial cell proliferation","GO:0050673"
"585","GO:0044409","0.0281861632166344","GO:BP","entry into host","GO:0044000"
"586","GO:0046638","0.0287169567021456","GO:BP","positive regulation of alpha-beta T cell differentiation","c(""GO:0045582"", ""GO:0046632"", ""GO:0046635"", ""GO:0046637"")"
"587","GO:0019220","0.0287169567021456","GO:BP","regulation of phosphate metabolic process","c(""GO:0006796"", ""GO:0051174"")"
"588","GO:2000351","0.0287169567021456","GO:BP","regulation of endothelial cell apoptotic process","c(""GO:0072577"", ""GO:1904035"")"
"589","GO:0051174","0.0287941329935926","GO:BP","regulation of phosphorus metabolic process","c(""GO:0006793"", ""GO:0031323"")"
"590","GO:0070482","0.029399263383249","GO:BP","response to oxygen levels","GO:0009628"
"591","GO:0071622","0.0294133511949224","GO:BP","regulation of granulocyte chemotaxis","c(""GO:0002688"", ""GO:0071621"")"
"592","GO:1901701","0.0294133511949224","GO:BP","cellular response to oxygen-containing compound","c(""GO:0070887"", ""GO:1901700"")"
"593","GO:0001525","0.0294133511949224","GO:BP","angiogenesis","c(""GO:0048514"", ""GO:0048646"")"
"594","GO:0043536","0.0294133511949224","GO:BP","positive regulation of blood vessel endothelial cell migration","c(""GO:0010595"", ""GO:0043534"", ""GO:0043535"")"
"595","GO:0034330","0.0294133511949224","GO:BP","cell junction organization","GO:0016043"
"596","GO:0009968","0.0294133511949224","GO:BP","negative regulation of signal transduction","c(""GO:0007165"", ""GO:0009966"", ""GO:0010648"", ""GO:0023057"", ""GO:0048585"")"
"597","GO:0050792","0.0294203437001033","GO:BP","regulation of viral process","c(""GO:0016032"", ""GO:0050789"")"
"598","GO:0010035","0.029527372898897","GO:BP","response to inorganic substance","GO:0042221"
"599","GO:1903047","0.0295887520655596","GO:BP","mitotic cell cycle process","c(""GO:0000278"", ""GO:0022402"")"
"600","GO:0071496","0.029744748249896","GO:BP","cellular response to external stimulus","GO:0009605"
"601","GO:0010761","0.0299851565824456","GO:BP","fibroblast migration","GO:0001667"
"602","GO:0060071","0.0299851565824456","GO:BP","Wnt signaling pathway, planar cell polarity pathway","c(""GO:0035567"", ""GO:0090175"")"
"603","GO:0030178","0.0299851565824456","GO:BP","negative regulation of Wnt signaling pathway","c(""GO:0009968"", ""GO:0016055"", ""GO:0030111"")"
"604","GO:0060324","0.0299851565824456","GO:BP","face development","c(""GO:0048856"", ""GO:0060322"")"
"605","WP:WP2882","0.0301478895375986","WP","Nuclear receptors meta-pathway","WP:000000"
"606","GO:0007259","0.0303579671301212","GO:BP","receptor signaling pathway via JAK-STAT","GO:0097696"
"607","GO:0051170","0.0303579671301212","GO:BP","import into nucleus","GO:0006913"
"608","GO:0036118","0.0304627369598273","GO:BP","hyaluranon cable assembly","GO:0022607"
"609","GO:0010751","0.0304627369598273","GO:BP","negative regulation of nitric oxide mediated signal transduction","c(""GO:0007263"", ""GO:0010749"", ""GO:1902532"")"
"610","GO:0086098","0.0304627369598273","GO:BP","angiotensin-activated signaling pathway involved in heart process","c(""GO:0038166"", ""GO:0086103"")"
"611","GO:1900238","0.0304627369598273","GO:BP","regulation of metanephric mesenchymal cell migration by platelet-derived growth factor receptor-beta signaling pathway","c(""GO:0035791"", ""GO:2000589"")"
"612","GO:1900106","0.0304627369598273","GO:BP","positive regulation of hyaluranon cable assembly","c(""GO:0036118"", ""GO:0044089"", ""GO:0051130"", ""GO:1900104"")"
"613","GO:0035793","0.0304627369598273","GO:BP","positive regulation of metanephric mesenchymal cell migration by platelet-derived growth factor receptor-beta signaling pathway","c(""GO:1900238"", ""GO:2000591"")"
"614","GO:1900104","0.0304627369598273","GO:BP","regulation of hyaluranon cable assembly","c(""GO:0036118"", ""GO:0044087"", ""GO:0051128"")"
"615","GO:0060278","0.0304627369598273","GO:BP","regulation of ovulation","c(""GO:0030728"", ""GO:0051239"", ""GO:2000241"")"
"616","GO:1905771","0.0304627369598273","GO:BP","negative regulation of mesodermal cell differentiation","c(""GO:0045596"", ""GO:0048333"", ""GO:1905770"")"
"617","GO:0038016","0.0304627369598273","GO:BP","insulin receptor internalization","GO:0031623"
"618","GO:0045105","0.0304627369598273","GO:BP","intermediate filament polymerization or depolymerization","c(""GO:0043933"", ""GO:0045104"")"
"619","GO:0045226","0.0304627369598273","GO:BP","extracellular polysaccharide biosynthetic process","c(""GO:0000271"", ""GO:0046379"")"
"620","GO:0043370","0.0304627369598273","GO:BP","regulation of CD4-positive, alpha-beta T cell differentiation","c(""GO:0043367"", ""GO:0046637"", ""GO:2000514"")"
"621","GO:0046379","0.0304627369598273","GO:BP","extracellular polysaccharide metabolic process","GO:0005976"
"622","GO:0001932","0.0304627369598273","GO:BP","regulation of protein phosphorylation","c(""GO:0006468"", ""GO:0031399"", ""GO:0042325"")"
"623","GO:0046882","0.0304627369598273","GO:BP","negative regulation of follicle-stimulating hormone secretion","c(""GO:0032277"", ""GO:0046880"", ""GO:0046884"")"
"624","GO:0002538","0.0304627369598273","GO:BP","arachidonic acid metabolite production involved in inflammatory response","GO:0002532"
"625","GO:1901329","0.0304627369598273","GO:BP","regulation of odontoblast differentiation","c(""GO:0030856"", ""GO:0071895"")"
"626","GO:0002540","0.0304627369598273","GO:BP","leukotriene production involved in inflammatory response","GO:0002538"
"627","GO:2000286","0.0304627369598273","GO:BP","receptor internalization involved in canonical Wnt signaling pathway","c(""GO:0031623"", ""GO:0060070"")"
"628","GO:0048146","0.0304627369598273","GO:BP","positive regulation of fibroblast proliferation","c(""GO:0008284"", ""GO:0048144"", ""GO:0048145"")"
"629","GO:0002581","0.0304627369598273","GO:BP","negative regulation of antigen processing and presentation of peptide or polysaccharide antigen via MHC class II","c(""GO:0002504"", ""GO:0002578"", ""GO:0002580"")"
"630","GO:0042662","0.0304627369598273","GO:BP","negative regulation of mesodermal cell fate specification","c(""GO:0007501"", ""GO:0009996"", ""GO:0042661"", ""GO:1905771"")"
"631","GO:1904958","0.0304627369598273","GO:BP","positive regulation of midbrain dopaminergic neuron differentiation","c(""GO:1904340"", ""GO:1904948"", ""GO:1904956"")"
"632","GO:0003104","0.0304627369598273","GO:BP","positive regulation of glomerular filtration","c(""GO:0003093"", ""GO:0003094"", ""GO:0051240"")"
"633","GO:0038195","0.0304627369598273","GO:BP","urokinase plasminogen activator signaling pathway","GO:0007166"
"634","GO:2000591","0.0304627369598273","GO:BP","positive regulation of metanephric mesenchymal cell migration","c(""GO:0030335"", ""GO:0035789"", ""GO:2000589"")"
"635","GO:0033484","0.0304627369598273","GO:BP","intracellular nitric oxide homeostasis","GO:0055082"
"636","GO:1901362","0.0304627369598273","GO:BP","organic cyclic compound biosynthetic process","c(""GO:1901360"", ""GO:1901576"")"
"637","GO:0016192","0.0304627369598273","GO:BP","vesicle-mediated transport","c(""GO:0006810"", ""GO:0009987"")"
"638","GO:0071963","0.0304627369598273","GO:BP","establishment or maintenance of cell polarity regulating cell shape","c(""GO:0007163"", ""GO:0008360"")"
"639","GO:0061171","0.0304627369598273","GO:BP","establishment of bipolar cell polarity","GO:0030010"
"640","GO:0030030","0.0304627369598273","GO:BP","cell projection organization","c(""GO:0008283"", ""GO:0016043"")"
"641","GO:0032496","0.0304627369598273","GO:BP","response to lipopolysaccharide","c(""GO:0002237"", ""GO:0033993"", ""GO:1901700"")"
"642","GO:0070075","0.0304627369598273","GO:BP","tear secretion","c(""GO:0007589"", ""GO:0032941"")"
"643","GO:0046649","0.0306771706275139","GO:BP","lymphocyte activation","GO:0045321"
"644","GO:0072577","0.0309723769116509","GO:BP","endothelial cell apoptotic process","GO:1904019"
"645","GO:0002684","0.0313876557971953","GO:BP","positive regulation of immune system process","c(""GO:0002376"", ""GO:0002682"", ""GO:0048518"")"
"646","GO:0097696","0.0315161831779909","GO:BP","receptor signaling pathway via STAT","GO:0007166"
"647","GO:0090175","0.03182146943051","GO:BP","regulation of establishment of planar polarity","c(""GO:0001736"", ""GO:2000027"")"
"648","GO:0052372","0.03182146943051","GO:BP","modulation by symbiont of entry into host","c(""GO:0043903"", ""GO:0044409"")"
"649","GO:0098900","0.0327932569846209","GO:BP","regulation of action potential","c(""GO:0001508"", ""GO:0042391"", ""GO:0050789"")"
"650","GO:0030514","0.0327932569846209","GO:BP","negative regulation of BMP signaling pathway","c(""GO:0030509"", ""GO:0030510"", ""GO:0090101"", ""GO:0090288"")"
"651","GO:0043010","0.0328376864579434","GO:BP","camera-type eye development","GO:0001654"
"652","GO:0032653","0.0336534520676649","GO:BP","regulation of interleukin-10 production","c(""GO:0001817"", ""GO:0032613"")"
"653","GO:0002011","0.0336534520676649","GO:BP","morphogenesis of an epithelial sheet","GO:0002009"
"654","GO:0032613","0.0336534520676649","GO:BP","interleukin-10 production","GO:0001816"
"655","GO:1902107","0.0338563680010051","GO:BP","positive regulation of leukocyte differentiation","c(""GO:0002521"", ""GO:1902105"", ""GO:1903708"")"
"656","GO:1903708","0.0338563680010051","GO:BP","positive regulation of hemopoiesis","c(""GO:0002684"", ""GO:0010720"", ""GO:0030097"", ""GO:0051240"", ""GO:1903706"")"
"657","GO:0002237","0.0338563680010051","GO:BP","response to molecule of bacterial origin","c(""GO:0009617"", ""GO:0010033"", ""GO:0043207"")"
"658","GO:0070743","0.0339813864469052","GO:CC","interleukin-23 complex","c(""GO:0005615"", ""GO:0032991"")"
"659","GO:0036117","0.0339813864469052","GO:CC","hyaluranon cable","c(""GO:0005576"", ""GO:0110165"")"
"660","GO:0043511","0.0339813864469052","GO:CC","inhibin complex","c(""GO:0005615"", ""GO:0032991"")"
"661","GO:0071943","0.0339813864469052","GO:CC","Myc-Max complex","GO:0090575"
"662","GO:0002095","0.0339813864469052","GO:CC","caveolar macromolecular signaling complex","c(""GO:0005901"", ""GO:0098797"")"
"663","GO:1990265","0.0339813864469052","GO:CC","platelet-derived growth factor complex","GO:0036454"
"664","GO:1990724","0.0339813864469052","GO:CC","galectin complex","GO:0098635"
"665","GO:0031674","0.0339813864469052","GO:CC","I band","c(""GO:0030017"", ""GO:0110165"")"
"666","GO:0043512","0.0339813864469052","GO:CC","inhibin A complex","GO:0043511"
"667","GO:0010629","0.0341763194376753","GO:BP","negative regulation of gene expression","c(""GO:0010467"", ""GO:0010468"", ""GO:0010558"")"
"668","GO:2001244","0.0343342076545917","GO:BP","positive regulation of intrinsic apoptotic signaling pathway","c(""GO:0097193"", ""GO:1902533"", ""GO:2001235"", ""GO:2001242"")"
"669","GO:0051148","0.0343342076545917","GO:BP","negative regulation of muscle cell differentiation","c(""GO:0042692"", ""GO:0045596"", ""GO:0051147"")"
"670","GO:0086065","0.0343342076545917","GO:BP","cell communication involved in cardiac conduction","c(""GO:0007154"", ""GO:0061337"")"
"671","WP:WP3624","0.034407474210958","WP","Lung fibrosis","WP:000000"
"672","GO:0005788","0.0356593436660068","GO:CC","endoplasmic reticulum lumen","c(""GO:0005783"", ""GO:0070013"")"
"673","GO:0030547","0.0360569045136378","GO:MF","signaling receptor inhibitor activity","c(""GO:0030545"", ""GO:0140678"")"
"674","GO:0043236","0.0360569045136378","GO:MF","laminin binding","c(""GO:0005515"", ""GO:0050840"")"
"675","GO:0008092","0.0360569045136378","GO:MF","cytoskeletal protein binding","GO:0005515"
"676","GO:0035501","0.0360569045136378","GO:MF","MH1 domain binding","GO:0019904"
"677","GO:0070320","0.0360569045136378","GO:MF","inward rectifier potassium channel inhibitor activity","GO:0019870"
"678","GO:1905761","0.0360569045136378","GO:MF","SCF ubiquitin ligase complex binding","GO:0044877"
"679","GO:1903037","0.0363862854580903","GO:BP","regulation of leukocyte cell-cell adhesion","c(""GO:0007159"", ""GO:0022407"")"
"680","GO:0032655","0.0363862854580903","GO:BP","regulation of interleukin-12 production","c(""GO:0001817"", ""GO:0032615"")"
"681","GO:0032615","0.0363862854580903","GO:BP","interleukin-12 production","GO:0001816"
"682","GO:0050678","0.0366559924780132","GO:BP","regulation of epithelial cell proliferation","c(""GO:0042127"", ""GO:0050673"")"
"683","GO:2000589","0.0368568433028105","GO:BP","regulation of metanephric mesenchymal cell migration","c(""GO:0030334"", ""GO:0035789"")"
"684","GO:0070836","0.0368568433028105","GO:BP","caveola assembly","GO:0044854"
"685","GO:2001027","0.0368568433028105","GO:BP","negative regulation of endothelial cell chemotaxis","c(""GO:0010596"", ""GO:0035767"", ""GO:0050922"", ""GO:2001026"")"
"686","GO:0007296","0.0368568433028105","GO:BP","vitellogenesis","c(""GO:0007028"", ""GO:0007292"", ""GO:0022412"")"
"687","GO:0021943","0.0368568433028105","GO:BP","formation of radial glial scaffolds","c(""GO:0000902"", ""GO:0021932"")"
"688","GO:0042701","0.0368568433028105","GO:BP","progesterone secretion","c(""GO:0001553"", ""GO:0022412"", ""GO:0022602"", ""GO:0035929"")"
"689","GO:1900127","0.0368568433028105","GO:BP","positive regulation of hyaluronan biosynthetic process","c(""GO:0010557"", ""GO:0030213"", ""GO:0045913"", ""GO:0051173"", ""GO:1900125"")"
"690","GO:1905031","0.0368568433028105","GO:BP","regulation of membrane repolarization during cardiac muscle cell action potential","c(""GO:0086013"", ""GO:0098903"", ""GO:0099623"")"
